Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Iraq,IRQ,"Population, male",SP.POP.TOTL.MA.IN,3666630,3765024,3870343,3983829,4106809,4240105,4384410,4539229,4702614,4871850,5044851,5220356,5398529,5580368,5767561,5960964,6161127,6366505,6573298,6776449,6972415,7160770,7342973,7519969,7693377,7865178,8035084,8204911,8381262,8572619,8785138,9021100,9279206,9557389,9851937,10159691,10479432,10810653,11151391,11499451,11852482,12214372,12583915,12948135,13289867,13599540,13865899,14099296,14337821,14633768,15022418,15520708,16111682,16755227,17393214,17983737,18512965,18993932,19444065,19891811,
Iceland,ISL,"Population, male",SP.POP.TOTL.MA.IN,88712,90475,92178,93840,95523,97191,98861,100469,101866,102821,103363,104195,105728,107323,108760,110133,111188,111976,112796,113849,115004,116255,117762,119271,120492,121395,122238,123545,125458,126992,127948,129415,131031,132343,133467,134147,134805,135843,137226,138833,140722,142600,143907,144958,146330,148787,152489,156596,159728,160410,160223,160659,161373,162722,164368,165975,168264,172279,177025,181415,
Israel,ISR,"Population, male",SP.POP.TOTL.MA.IN,1072644,1107713,1161228,1203472,1250916,1294623,1327622,1386153,1415446,1452499,1500597,1547048,1584929,1648116,1695582,1732546,1769565,1807627,1844389,1891046,1936241,1975021,2012779,2050354,2078034,2115597,2149102,2184506,2220842,2257535,2325684,2465336,2546086,2608296,2670935,2738635,2808108,2877188,2942723,3018181,3098862,3172970,3238129,3297969,3357685,3418244,3479876,3542780,3606936,3695280,3765128,3837807,3912366,3989533,4070471,4155479,4241160,4327497,4414918,4502889,
Italy,ITA,"Population, male",SP.POP.TOTL.MA.IN,24404821,24571561,24740744,24924260,25133566,25351291,25556219,25750284,25922162,26076825,26220385,26345988,26496979,26675895,26846847,27000605,27125072,27227016,27310369,27378786,27430104,27464587,27492007,27511834,27526662,27539294,27540510,27538934,27544966,27557411,27572699,27585278,27598268,27608689,27605040,27592154,27581012,27572362,27557541,27546715,27555561,27582192,27646545,27797298,27998963,28144391,28219926,28340310,28499993,28605773,28681402,28732398,28822965,29180255,29473355,29467922,29438983,29415238,29379072,29338084,
Jamaica,JAM,"Population, male",SP.POP.TOTL.MA.IN,783858,792817,803215,814913,827567,840917,854976,869798,885154,900785,916459,932132,947807,963372,978740,993863,1008477,1022607,1036888,1052180,1068998,1087800,1108124,1128424,1146540,1161017,1171210,1177813,1182400,1187265,1194060,1203225,1214273,1226817,1240174,1253783,1267704,1281991,1296022,1309001,1320371,1329826,1337591,1344245,1350679,1357543,1365001,1372887,1381082,1389345,1397510,1405568,1413584,1421484,1429206,1436699,1443915,1450843,1457454,1463721,
Jordan,JOR,"Population, male",SP.POP.TOTL.MA.IN,487769,509061,528032,548384,575174,611732,659757,717321,779588,839694,892711,937210,974794,1007249,1037573,1068163,1099208,1130483,1163620,1200498,1242500,1290812,1345298,1404292,1465281,1526636,1586621,1646182,1709467,1782249,1868031,1969277,2082896,2200054,2308567,2399928,2471656,2527227,2571519,2612094,2655129,2701554,2751635,2810274,2883225,2974594,3084892,3213096,3359389,3523396,3703508,3900741,4111467,4323625,4521446,4693411,4835306,4949398,5038769,5113213,
Japan,JPN,"Population, male",SP.POP.TOTL.MA.IN,45531686,46735735,47173390,47655565,48156146,48680924,49135351,49606646,49785283,50839778,51432731,52114377,52864963,53319066,54359699,55247645,55665422,56209285,56722703,57203422,57653411,58079805,58472943,58868765,59236812,59590384,59941447,60220822,60460280,60690026,60880117,61053344,61190057,61326086,61518352,61733643,61866809,61988325,62129048,62214055,62290064,62412936,62531474,62639196,62634379,62614535,62628628,62675474,62681766,62651819,62643467,62510675,62396539,62294204,62200548,62124278,62043043,61932014,61797750,61659571,
Kazakhstan,KAZ,"Population, male",SP.POP.TOTL.MA.IN,4782558,4982381,5179040,5367892,5543714,5702977,5842881,5964454,6072884,6175840,6278903,6384289,6490451,6594634,6692497,6781223,6859797,6930376,6997090,7065641,7140058,7220311,7304635,7392821,7484250,7577434,7673729,7770512,7857443,7883453,7934265,7985129,7978916,7923455,7804375,7661598,7536627,7406476,7267175,7187414,7158398,7143030,7143937,7171504,7226390,7296057,7378897,7469379,7566511,7773930,7889159,8006532,8122815,8242815,8367513,8493748,8619219,8741668,8862003,8981563,
Kenya,KEN,"Population, male",SP.POP.TOTL.MA.IN,4075299,4202135,4334474,4472670,4617132,4768283,4926424,5092014,5265857,5448882,5641869,5845304,6059444,6284524,6520680,6768078,7026594,7296453,7578441,7873593,8182443,8505085,8840710,9187820,9544371,9908642,10279996,10658009,11041496,11429188,11820053,12213873,12610507,13009242,13409351,13810589,14212906,14617273,15025862,15441565,15866806,16302036,16747710,17206226,17680392,18172025,18681876,19209013,19751263,20305440,20868838,21441106,22021732,22607749,23195539,23782608,24367328,24950304,25534093,26122385,
Kyrgyzstan,KGZ,"Population, male",SP.POP.TOTL.MA.IN,1032105,1072539,1110288,1149482,1189305,1227359,1267181,1306544,1346372,1384220,1417388,1450155,1485350,1520769,1558200,1594297,1628653,1661904,1693737,1726152,1758740,1792704,1829064,1868196,1907222,1944691,1983841,2024411,2063241,2109733,2153625,2192020,2220350,2223728,2225386,2249764,2284851,2319473,2356113,2392216,2421955,2446514,2470828,2498568,2530102,2558985,2585724,2608680,2631398,2661476,2692331,2725184,2771607,2828269,2886649,2947391,3008277,3066892,3128214,3194209,
Cambodia,KHM,"Population, male",SP.POP.TOTL.MA.IN,2856077,2930515,3007254,3083756,3156630,3223496,3281165,3329965,3375117,3424115,3481116,3553097,3635661,3708306,3743000,3722155,3635052,3494733,3336491,3209592,3148993,3168155,3255609,3390864,3541981,3685524,3815449,3938848,4060842,4190705,4334680,4492858,4660518,4833466,5005903,5173355,5334695,5490128,5638163,5777505,5907469,6027166,6137226,6240506,6341051,6442005,6544219,6647527,6752825,6860848,6972053,7087006,7205612,7326767,7448808,7570441,7691292,7811386,7930229,8047364,
Kiribati,KIR,"Population, male",SP.POP.TOTL.MA.IN,20338,20847,21369,21899,22424,22938,23441,23929,24395,24849,25282,25697,26092,26475,26857,27234,27617,28008,28409,28812,29229,29643,30055,30514,31047,31679,32435,33288,34182,35048,35815,36467,37024,37520,38006,38523,39074,39663,40279,40922,41588,42288,42999,43760,44585,45486,46474,47543,48633,49683,50649,51514,52297,53021,53742,54492,55276,56089,56940,57821,
St. Kitts and Nevis,KNA,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,"Population, male",SP.POP.TOTL.MA.IN,12591416,12979341,13359079,13735244,14095495,14453413,14815301,15157849,15505441,15852034,16194061,16509105,16815121,17109280,17399754,17690501,17971637,18251313,18528567,18809812,19103231,19401391,19701296,19991962,20239130,20439537,20645246,20852048,21060602,21274118,21489519,21708726,21941440,22171220,22400116,22629669,22847326,23061799,23226996,23390699,23585703,23766880,23904806,24029101,24123474,24171831,24294098,24410397,24589088,24709635,24828871,25019009,25151510,25267949,25428291,25562160,25661177,25729091,25846211,25891693,
Kuwait,KWT,"Population, male",SP.POP.TOTL.MA.IN,172845,192760,215333,239829,265274,290922,316719,342819,368907,394671,420017,444423,468238,493265,521931,555857,595888,641129,689362,737417,783011,824065,860991,896777,935883,980730,1034957,1095739,1151503,1186472,1190594,1157566,,,,932506,947490,997282,1068093,1139023,1195302,1232607,1256847,1275633,1300685,1340476,1396233,1464798,1544904,1634051,1729872,1832250,1940368,2050219,2156739,2255991,2346669,2428713,2501081,2563059,
Latin America & Caribbean (excluding high income),LAC,"Population, male",SP.POP.TOTL.MA.IN,101960847,104842184,107810957,110854918,113957167,117104390,120292812,123522016,126786946,130082808,133406792,136754303,140126015,143530544,146980315,150483498,154041448,157650360,161307015,165006028,168742015,172511683,176311704,180134517,183972150,187817569,191667431,195517541,199359211,203182381,206979130,210740948,214466355,218162982,221844407,225519266,229191064,232851863,236485257,240065545,243577996,247009985,250363875,253652038,256898467,260118633,263314733,266482930,269624589,272740020,275776323,278866942,281928009,284951430,287923842,290836111,293681090,296463502,299201173,301929856,
Lao PDR,LAO,"Population, male",SP.POP.TOTL.MA.IN,1042274,1066778,1092021,1118049,1144924,1172697,1201107,1230143,1260344,1292429,1326765,1364079,1403811,1443533,1479940,1510880,1535286,1554496,1571827,1591938,1618231,1651700,1691441,1736685,1785943,1838004,1892728,1950173,2009490,2069673,2129858,2189650,2248786,2306669,2362723,2416506,2467903,2516937,2563571,2607836,2649923,2689672,2727504,2764935,2803930,2845939,2891497,2940295,2991802,3045094,3099430,3154711,3211000,3267830,3324635,3381015,3436669,3491534,3545628,3599027,
Lebanon,LBN,"Population, male",SP.POP.TOTL.MA.IN,907614,937882,968767,999254,1028065,1054350,1077135,1096788,1115395,1135917,1160230,1189636,1222787,1255710,1282846,1300438,1306980,1304275,1295924,1287184,1281983,1282158,1287014,1294904,1303064,1309917,1313813,1316573,1324186,1344741,1383398,1443976,1523183,1610449,1690935,1754495,1795457,1818210,1834905,1863109,1914713,1996495,2102625,2217410,2318373,2390557,2425049,2429877,2427252,2448762,2515672,2636805,2800951,2984910,3155287,3287818,3375557,3425539,3444612,3449248,
Liberia,LBR,"Population, male",SP.POP.TOTL.MA.IN,565938,576690,587816,599384,611491,624201,637572,651618,666406,682027,698545,715986,734366,753775,774281,795945,818258,841076,865164,891555,920694,953379,988507,1022217,1049331,1066316,1072673,1070194,1060696,1046990,1031840,1014043,994880,982506,987512,1016731,1074791,1157837,1253721,1345193,1420073,1473500,1509736,1536818,1566995,1608995,1665168,1732039,1805489,1879143,1948394,2012212,2072201,2129522,2186164,2243641,2302083,2361024,2420655,2481116,
Libya,LBY,"Population, male",SP.POP.TOTL.MA.IN,743197,768975,796286,825436,856831,890817,927409,966577,1008415,1053026,1100450,1150839,1204074,1259602,1316676,1374793,1433295,1492312,1553024,1617101,1685503,1758833,1836013,1914271,1989840,2060026,2123616,2181368,2234914,2286825,2338934,2391870,2444903,2496926,2546251,2591817,2633126,2670927,2706805,2742975,2780978,2821266,2863221,2906062,2948550,2989679,3029856,3069171,3105964,3138057,3164246,3183329,3196568,3208241,3224185,3248490,3282819,3325601,3373759,3422618,
St. Lucia,LCA,"Population, male",SP.POP.TOTL.MA.IN,43165,43510,44037,44723,45471,46235,47009,47800,48596,49350,50061,50693,51270,51831,52435,53131,53943,54847,55797,56753,57660,58508,59310,60102,60969,61946,63047,64251,65507,66709,67799,68761,69607,70387,71186,72050,73004,74020,75059,76033,76876,77576,78157,78700,79338,80141,81150,82320,83549,84708,85675,86422,86981,87414,87801,88209,88653,89117,89580,90019,
Latin America & Caribbean,LCN,"Population, male",SP.POP.TOTL.MA.IN,109753063,112780532,115899777,119097359,122347381,125636311,128959295,132315763,135705961,139127269,142580432,146063378,149572627,153118318,156709739,160352405,164047951,167791765,171585502,175421299,179296954,183205677,187146127,191110548,195091626,199082804,203080053,207079003,211071986,215050626,219009382,222934782,226827382,230696834,234550845,238393926,242232775,246052435,249831881,253550727,257192724,260748281,264221811,267627292,270990869,274328946,277642320,280928621,284190762,287427568,290585545,293783512,296948650,300080150,303161565,306193577,309171372,312090382,314939140,317822816,
Least developed countries: UN classification,LDC,"Population, male",SP.POP.TOTL.MA.IN,120250231,123034736,125903569,128877072,131983725,135240705,138663200,142236831,145914400,149630390,153341226,157028755,160716650,164450310,168295717,172302700,176488210,180844700,185367027,190041681,194860219,199828391,204958352,210255153,215724199,221371929,227188813,233179113,239377576,245830136,252563119,259601840,266919846,274428636,282006460,289569195,297074078,304554031,312092464,319812344,327799634,336091955,344653923,353411147,362254081,371108871,379952962,388828134,397803485,406978014,416426418,426167736,436188712,446491797,457070702,467918539,479037138,490425014,502065060,513945737,
Low income,LIC,"Population, male",SP.POP.TOTL.MA.IN,70861630,72452092,74083556,75774072,77549955,79429319,81418855,83509938,85687228,87928120,90216363,92546024,94921978,97351335,99845726,102413113,105061166,107786679,110574218,113402122,116258207,119140830,122066541,125064409,128173488,131425693,134823207,138368586,142093055,146033909,150213008,154657132,159349707,164215908,169151622,174085859,178985279,183882816,188854292,194010027,199428643,205132138,211091665,217272808,223620674,230092825,236689622,243419139,250255616,257168402,264139910,271159329,278243600,285438484,292807530,300399957,308221188,316266914,324562904,333155373,
Liechtenstein,LIE,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Population, male",SP.POP.TOTL.MA.IN,5183210,5293564,5405862,5520963,5640270,5764539,5894169,6028103,6163955,6298498,6429438,6555545,6677434,6796986,6917013,7039449,7164992,7292586,7420351,7545576,7666364,7781791,7892524,8000194,8107213,8215209,8324424,8433793,8542033,8647298,8748043,8844567,8936783,9022350,9098314,9162932,9214802,9255499,9289998,9325161,9365937,9414299,9468824,9526937,9584487,9638477,9688297,9735055,9779518,9822961,9866313,9909668,9900223,9956946,10031412,10107534,10205812,10310132,10408791,10463418,
Lower middle income,LMC,"Population, male",SP.POP.TOTL.MA.IN,445341490,455484347,465946256,476718120,487783906,499130449,510760622,522677451,534886278,547392656,560203264,573329387,586786568,600591994,614771535,629343746,644301841,659656081,675466003,691808332,708728289,726261711,744309788,762840745,781734214,800878277,820260719,839868689,859662535,879605650,900637227,920686796,940814063,960896554,980861091,1000813795,1020820313,1040849745,1060840751,1080733185,1100600383,1120383943,1140138706,1159902404,1179706208,1199570265,1219522066,1239576267,1259711922,1279896043,1300239209,1320555494,1340673286,1360911604,1381214865,1401681997,1422271034,1442930126,1463665341,1484440034,
Low & middle income,LMY,"Population, male",SP.POP.TOTL.MA.IN,1135030766,1149857954,1171523001,1199452396,1227610112,1256663540,1287630920,1318523529,1350312614,1383375738,1417300749,1451967120,1486166743,1520359508,1554336250,1587660156,1620736926,1653615886,1687077874,1721308118,1755982729,1791613875,1828951887,1866881509,1904871190,1943680016,1983701013,2024892683,2066516200,2107883528,2149725758,2190214504,2229886571,2268983987,2307786825,2346211602,2384470258,2422622897,2460449228,2497756537,2534778726,2571566614,2608224400,2644864100,2681540266,2718331712,2755098598,2791906964,2828998624,2866415151,2904007631,2941947158,2980089015,3018640737,3057463211,3096475703,3135821075,3175317128,3214100529,3252311831,
Lesotho,LSO,"Population, male",SP.POP.TOTL.MA.IN,371287,378003,385052,392458,400314,408639,417530,426990,436901,447056,457372,467711,478192,489294,501656,515701,531624,549170,567765,586578,605003,622995,640705,658036,674890,691294,706754,721452,736906,755179,777542,804683,835576,867712,897591,922645,942158,956723,966766,973155,976684,977324,975178,971366,967340,964204,962397,961928,962997,965654,969904,975948,983783,992868,1002443,1011934,1021125,1030103,1038953,1047944,
Late-demographic dividend,LTE,"Population, male",SP.POP.TOTL.MA.IN,550487305,551457016,558758297,571885134,584775212,598022995,612704754,626931231,641560224,656957407,672723961,688786537,704007694,718752357,732793274,745707557,757854382,769233462,780597058,792053049,803259557,814717874,827256490,839763447,851809524,864245566,877465277,891446133,905507597,919093084,931975336,944225195,954346499,965062328,975512970,986450155,996174351,1005723170,1014875124,1023404346,1031209180,1038663799,1045721136,1052657515,1059599081,1066680316,1073786286,1080812565,1087941992,1095135824,1101919487,1108576925,1115167888,1121804242,1128510092,1135205452,1142149399,1149156632,1155237156,1160437113,
Lithuania,LTU,"Population, male",SP.POP.TOTL.MA.IN,1280904,1304457,1325783,1345222,1364876,1384348,1403772,1422893,1440939,1456010,1472735,1492564,1509978,1525472,1540176,1553960,1567280,1580203,1592169,1601224,1608895,1618650,1630516,1644223,1658532,1673616,1690816,1709598,1728886,1743329,1749805,1752186,1749101,1739184,1725251,1710001,1694963,1680307,1665912,1651822,1637906,1622163,1606951,1591684,1571493,1543478,1516124,1495115,1476779,1457867,1425736,1392825,1373912,1360334,1349379,1337721,1322120,1305326,1294538,1289064,
Luxembourg,LUX,"Population, male",SP.POP.TOTL.MA.IN,155067,156217,158007,159605,161361,163126,164157,164522,164757,165431,166192,167817,169971,171990,174335,176250,177022,177147,177220,177374,177757,178028,177932,177776,177842,178180,179115,180524,182156,184248,186834,189550,192232,194938,197708,200623,203502,206212,208946,211911,214883,217532,219873,222621,225900,229542,233442,237340,241939,246842,251832,257987,264801,271572,278639,285878,292674,300425,306776,313215,
Latvia,LVA,"Population, male",SP.POP.TOTL.MA.IN,936052,953451,970348,987921,1005754,1021416,1033185,1045016,1058523,1070377,1080192,1090135,1100575,1111020,1121716,1131057,1138299,1144992,1151001,1154744,1157472,1161084,1166522,1173683,1181858,1191061,1203049,1218335,1233715,1242033,1240828,1233804,1214301,1187128,1164042,1144946,1130502,1118480,1107754,1098704,1087942,1073570,1060685,1049950,1038040,1026448,1016712,1008133,997341,980825,960511,943129,931522,921725,913405,906491,899037,892116,886304,880733,
"Macao SAR, China",MAC,"Population, male",SP.POP.TOTL.MA.IN,82457,84051,87202,91577,96661,102024,107650,113493,119004,123537,126626,128084,128075,127009,125498,124030,122701,121486,120723,120810,121994,124429,128026,132552,137612,142914,148406,154097,159743,165049,169829,173978,177532,180689,183719,186846,190111,193504,197060,200852,204905,209264,213934,218880,224047,229400,234896,240533,246312,252255,258325,264555,270884,277156,283189,288837,294041,298833,303322,307706,
St. Martin (French part),MAF,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Population, male",SP.POP.TOTL.MA.IN,6142937,6323292,6500306,6675053,6849416,7024820,7201871,7380193,7559073,7737415,7914740,8090714,8266569,8445256,8630708,8825798,9031090,9245825,9469781,9702307,9942468,10190420,10445123,10702986,10959298,11210534,11454797,11692227,11923764,12151258,12375888,12597977,12816341,13028959,13233126,13427077,13610482,13784496,13950701,14111429,14268734,14423687,14577128,14730678,14886105,15045103,15207575,15374597,15550346,15740013,15946821,16172838,16415742,16668886,16922954,17171037,17410494,17642611,17869066,18093064,
Monaco,MCO,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Population, male",SP.POP.TOTL.MA.IN,956097,979265,1001639,1022820,1043132,1062186,1079944,1096455,1111865,1127496,1143487,1160262,1177782,1195218,1212081,1227147,1241163,1253373,1265233,1277047,1289907,1303766,1318253,1333032,1347792,1361819,1375131,1388085,1399484,1408515,1415132,1418929,1420317,1418947,1415261,1410107,1407908,1403382,1403475,1401837,1399394,1396458,1393248,1389329,1386071,1383189,1380211,1378182,1376847,1376267,1375727,1375384,1375322,1374779,1373537,1362196,1345926,1322475,1297941,1273749,
Madagascar,MDG,"Population, male",SP.POP.TOTL.MA.IN,2592807,2653463,2716488,2781962,2849969,2920602,2993916,3070025,3149136,3231473,3317225,3406503,3499338,3595741,3695689,3799158,3906188,4016842,4131136,4249099,4370752,4496335,4625884,4759077,4895432,5034746,5176996,5322707,5472828,5628628,5791123,5960571,6137057,6321287,6514029,6715767,6926847,7146999,7375228,7610082,7850485,8096108,8347054,8603151,8864316,9130494,9401629,9677689,9958740,10244893,10536295,10832942,11135051,11443328,11758680,12081795,12412894,12751864,13098627,13452929,
Maldives,MDV,"Population, male",SP.POP.TOTL.MA.IN,48935,50109,51360,52617,53800,54864,55748,56506,57298,58341,59788,61714,64058,66650,69247,71702,73924,75997,78032,80247,82748,85577,88674,91961,95307,98624,101877,105086,108240,111347,114397,117420,120411,123328,126073,128626,130940,133100,135347,138018,141341,145511,150490,155981,161553,166950,171978,176870,182348,189406,198703,210248,223635,238588,254670,271368,288943,306975,323522,336067,
Middle East & North Africa,MEA,"Population, male",SP.POP.TOTL.MA.IN,53307303,54758770,56271076,57818137,59421537,61075705,62779210,64569455,66384630,68251547,70169568,72124702,74119836,76211108,78386798,80676001,83091414,85632783,88309097,91141033,94121641,97243468,100503099,103878855,107334322,110869606,114460193,118095094,121732662,125320585,129853676,133405432,135707306,139058943,142292548,146331486,149311788,152209606,155050309,157946907,160953407,164070869,167298187,170670286,174225447,177982337,181958664,186136738,190455242,194840625,199180221,203473381,207728041,211942813,216126648,220285750,224400937,228462185,232514589,236606107,
Mexico,MEX,"Population, male",SP.POP.TOTL.MA.IN,18846657,19443749,20058271,20691690,21346080,22022713,22721200,23440180,24178643,24935223,25708317,26496790,27298750,28110737,28928600,29748703,30570189,31391720,32208748,33015931,33809819,34586679,35347919,36101411,36858473,37626647,38409611,39203285,39998088,40780317,41540389,42274503,42986385,43683138,44375434,45070876,45774072,46482684,47189378,47883306,48558034,49208752,49841880,50475626,51134955,51836849,52588296,53381477,54200255,55020935,55825785,56609426,57375324,58125267,58863830,59594174,60315358,61024502,61720822,62403393,
Marshall Islands,MHL,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Population, male",SP.POP.TOTL.MA.IN,1064169136,1077405862,1097439445,1123678324,1150060157,1177234221,1206212065,1235013591,1264625386,1295447618,1327084386,1359421096,1391244765,1423008173,1454490524,1485247043,1515675760,1545829207,1576503656,1607905996,1639724522,1672473045,1706885346,1741817100,1776697702,1812254323,1848877806,1886524097,1924423145,1961849619,1999512750,2035557372,2070536864,2104768079,2138635203,2172125743,2205484979,2238740081,2271594936,2303746510,2335350083,2366434476,2397132735,2427591292,2457919592,2488238887,2518408976,2548487825,2578743008,2609246749,2639867721,2670787829,2701845415,2733202253,2764655681,2796075746,2827599887,2859050214,2889537625,2919156458,
North Macedonia,MKD,"Population, male",SP.POP.TOTL.MA.IN,753383,763095,773009,783371,794457,806426,819532,833619,847897,861283,873040,882725,890671,897832,905640,915009,926321,939085,952326,964667,975092,983296,989564,994205,997718,1000511,1002730,1004304,1005144,1005080,1004097,1002046,999221,996459,994894,995289,998033,1002795,1008706,1014528,1019340,1022886,1025411,1027133,1028491,1029764,1030984,1032030,1032978,1033927,1034927,1036010,1037178,1038357,1039450,1040396,1041177,1041785,1042178,1042306,
Mali,MLI,"Population, male",SP.POP.TOTL.MA.IN,2660862,2687427,2714128,2741316,2769489,2799065,2830082,2862696,2897613,2935741,2977676,3023851,3074019,3127221,3182052,3237542,3292939,3348570,3405708,3466224,3531232,3602167,3678130,3755156,3827790,3892622,3947658,3995473,4042838,4099148,4171131,4261651,4368696,4488150,4613576,4740467,4867717,4997388,5131840,5274653,5428429,5593381,5768645,5954496,6151060,6358118,6576448,6805333,7041275,7279573,7517023,7752071,7986053,8222333,8465831,8720128,8986323,9263381,9550101,9844541,
Malta,MLT,"Population, male",SP.POP.TOTL.MA.IN,158234,157596,156873,156118,155404,154177,152444,150731,149028,147362,146629,146707,146642,146574,146509,147609,148367,148934,150498,152093,153853,155254,158977,161630,162033,165194,168177,169454,170921,172640,174397,179236,181177,183088,184926,186360,187760,189390,190831,192139,193497,195014,196482,197752,199043,200281,200977,201641,202952,204563,205733,206885,209132,212506,217176,222723,228085,234531,242929,252005,
Myanmar,MMR,"Population, male",SP.POP.TOTL.MA.IN,10705076,10928085,11156964,11393417,11639808,11897754,12167783,12449078,12740222,13039158,13344302,13654990,13971341,14293440,14621654,14956093,15295970,15640471,15989613,16343551,16701976,17064239,17428698,17792717,18153027,18506798,18853938,19193625,19521617,19832714,20123776,20391884,20639308,20874438,21109003,21351267,21604123,21864461,22127132,22384218,22629739,22863845,23088030,23299376,23494532,23671962,23828900,23968103,24100378,24240435,24398504,24579873,24780909,24992002,25198875,25391578,25566384,25727632,25883205,26044665,
Middle East & North Africa (excluding high income),MNA,"Population, male",SP.POP.TOTL.MA.IN,49418111,50730075,52071539,53449306,54873043,56349372,57884526,59475849,61110235,62769195,64441541,66124022,67827617,69573160,71389259,73298256,75304112,77405782,79613662,81938639,84386297,86957352,89643880,92430690,95296871,98222977,101200843,104220118,107255525,110277188,114263887,117248670,120186066,123060561,125856104,128564373,131176065,133700936,136146698,138587302,141059313,143580341,146146903,148749232,151368493,153993767,156619699,159260732,161952292,164731993,167628159,170658348,173808794,177037589,180285156,183509855,186687069,189827068,192993539,196265051,
Montenegro,MNE,"Population, male",SP.POP.TOTL.MA.IN,233976,239658,245801,251633,256088,258479,258419,256322,253290,250881,250199,251664,254902,259274,263777,267685,270796,273344,275616,278063,280985,284488,288358,292264,295717,298376,300107,301030,301404,301613,301929,302461,303116,303733,304061,303936,303318,302312,301119,300001,299160,300017,300853,301727,302023,302363,302798,303395,304200,305113,305883,306343,306681,307025,307342,307537,307637,307690,307635,307613,
Mongolia,MNG,"Population, male",SP.POP.TOTL.MA.IN,469843,482991,497420,512828,528765,544930,561182,577620,594389,611745,629856,648777,668395,688513,708877,729288,749690,770152,790791,811761,833204,854905,876821,899344,923030,948150,975052,1003238,1031151,1056647,1078255,1095367,1108543,1118990,1128513,1138456,1149255,1160631,1172397,1184138,1195603,1206868,1218272,1230138,1242911,1256918,1272210,1288798,1306944,1326946,1348957,1373062,1399039,1426341,1454225,1482078,1509700,1537056,1563878,1589932,
Northern Mariana Islands,MNP,"Population, male",SP.POP.TOTL.MA.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Population, male",SP.POP.TOTL.MA.IN,3514658,3591984,3673261,3757994,3845432,3935073,4026948,4121307,4218165,4317565,4419676,4523567,4629388,4739611,4857622,4985328,5122709,5267339,5415576,5562495,5703742,5842621,5978532,6099101,6188129,6236603,6235591,6195188,6148574,6141247,6204936,6353667,6575650,6845009,7122915,7381272,7611916,7823998,8027424,8238571,8469140,8721331,8990046,9271282,9558747,9848005,10138376,10431937,10730317,11036070,11351296,11676135,12010631,12356706,12716650,13092038,13483767,13891296,14312859,14745848,
Mauritania,MRT,"Population, male",SP.POP.TOTL.MA.IN,420867,433544,446647,460204,474257,488828,503920,519526,535614,552143,569081,586419,604171,622377,641077,660307,680059,700325,721152,742621,764740,787556,811014,835007,859319,883844,908563,933520,958718,984186,1009971,1036100,1062645,1089759,1117633,1146437,1176240,1207110,1239220,1272764,1307876,1344667,1383150,1423276,1464936,1508074,1552648,1598696,1646338,1695724,1746940,1800007,1854814,1911185,1968830,2027546,2087251,2147916,2209469,2271842,
Mauritius,MUS,"Population, male",SP.POP.TOTL.MA.IN,328768,339616,349573,359020,367995,376536,384721,392580,400020,406937,413260,418947,424062,428970,434209,440118,446677,453738,459725,468020,476337,483939,490517,495764,501706,506528,511054,515473,519532,523937,527992,533937,541116,547550,555094,559549,564789,571240,576555,583281,588549,592920,596917,601249,605075,608714,611590,614411,616660,618313,619791,620784,622483,623789,624771,625354,625421,625535,625349,625016,
Malawi,MWI,"Population, male",SP.POP.TOTL.MA.IN,1789982,1835343,1882402,1931200,1981762,2034125,2088426,2144748,2202991,2263025,2324809,2388261,2453632,2521626,2593172,2668926,2750428,2837772,2928502,3019128,3107872,3190199,3268364,3355209,3468262,3618222,3813466,4045379,4287078,4501297,4662382,4759256,4802879,4816584,4834891,4882811,4968120,5083327,5219874,5363384,5503580,5638808,5773715,5911520,6057272,6214592,6384082,6564192,6753761,6950918,7154191,7363503,7578987,7799449,8023479,8250133,8478700,8709591,8944379,9185277,
