Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Iraq,IRQ,"Population, female",SP.POP.TOTL.FE.IN,3623130,3710326,3803877,3905084,4015388,4135685,4266752,4408175,4558068,4713726,4873132,5035494,5201139,5370520,5544501,5723626,5907549,6095565,6287382,6482664,6680939,6883347,7089495,7295687,7497016,7690622,7874678,8052159,8231060,8422329,8633975,8868359,9123528,9397696,9687403,9989647,10303641,10628921,10962933,11302613,11645103,11993808,12348004,12696364,13023971,13322744,13582225,13811952,14047925,14339394,14719558,15204592,15778329,16401823,17018737,17588524,18097667,18558849,18989535,19417972,
Iceland,ISL,"Population, female",SP.POP.TOTL.FE.IN,86862,88554,90200,91813,93460,95095,96709,98282,99622,100548,101075,101903,103409,104994,106449,107846,108966,109823,110741,111886,113134,114500,116098,117706,119019,120010,120942,122314,124282,125860,126878,128382,130026,131382,132554,133321,134111,135285,136821,138548,140483,142368,143616,144563,145744,147947,151293,154970,157686,158089,157818,158355,159343,161042,163018,164840,167175,171121,175696,179898,
Israel,ISR,"Population, female",SP.POP.TOTL.FE.IN,1041376,1077287,1131772,1175528,1224084,1268377,1301378,1358847,1387554,1424501,1473403,1521952,1563071,1629884,1681418,1722454,1763435,1805373,1845611,1894954,1941759,1980979,2018221,2054646,2080966,2117403,2149898,2184494,2221158,2260465,2334316,2483664,2576914,2652704,2728065,2806365,2883892,2958812,3028277,3106819,3190138,3266030,3331871,3391731,3451315,3511856,3573824,3637320,3701864,3790320,3858472,3927993,3998134,4069967,4145229,4224621,4304840,4385803,4467882,4550411,
Italy,ITA,"Population, female",SP.POP.TOTL.FE.IN,25794879,25964789,26138706,26327740,26541784,26761059,26962781,27150216,27313588,27461125,27601465,27727502,27884366,28075511,28264021,28440396,28593188,28728395,28844774,28938963,29003779,29037088,29051541,29052240,29050056,29053777,29055645,29062997,29084322,29114370,29146541,29173243,29198819,29223132,29238360,29252149,29279269,29318010,29349203,29369602,29386547,29391908,29412462,29515905,29686364,29825093,29924053,30098000,30326738,30489592,30596015,30647051,30716752,31053693,31315785,31262660,31188515,31121471,31042688,30959312,
Jamaica,JAM,"Population, female",SP.POP.TOTL.FE.IN,844662,858256,873286,888738,903171,915594,925542,933521,940725,948877,959183,972144,987293,1003602,1019569,1034153,1046888,1058224,1069019,1080605,1093848,1109121,1125933,1143312,1159826,1174493,1186951,1197580,1207011,1216199,1225846,1236109,1246776,1257764,1268869,1279928,1290933,1301925,1312851,1323674,1334330,1344876,1355254,1365192,1374336,1382460,1389406,1395340,1400794,1406492,1412950,1420361,1428548,1437225,1445930,1454322,1462323,1470010,1477401,1484558,
Jordan,JOR,"Population, female",SP.POP.TOTL.FE.IN,445333,464927,482626,501829,527225,561874,607305,661677,720575,777734,828612,871972,909141,941193,970162,997750,1023972,1048880,1074323,1102624,1135495,1174055,1218236,1267121,1319182,1373413,1428678,1485614,1547091,1617081,1697859,1791219,1894776,2001501,2101792,2188915,2261198,2321314,2372456,2419668,2467364,2515782,2565871,2623756,2697019,2791041,2906648,3042184,3197089,3369864,3558031,3762390,3979405,4196795,4398603,4573164,4716161,4829775,4917242,4988481,
Japan,JPN,"Population, female",SP.POP.TOTL.FE.IN,46968886,48207265,48658610,49156435,49669854,50202076,50654649,51118354,51275717,52332222,52912269,53582623,54323037,54759934,55802301,56692355,57105578,57653715,58175297,58666578,59128589,59568195,59976057,60390235,60781188,61163616,61550553,61870178,62152720,62425974,62656883,62867656,63038943,63209914,63442648,63705357,63890191,64068675,64270952,64416945,64552936,64736064,64913526,65078804,65126621,65158465,65225372,65325526,65381234,65395181,65426533,65322325,65232461,65150796,65075452,65016722,64951468,64853783,64731350,64605360,
Kazakhstan,KAZ,"Population, female",SP.POP.TOTL.FE.IN,5152005,5367033,5577888,5779967,5968133,6138943,6289678,6421256,6538542,6648766,6757236,6865924,6973534,7078373,7177478,7269003,7352348,7429248,7502862,7577492,7656116,7738597,7823452,7910488,7999169,8088161,8178796,8268739,8348559,8366047,8413735,8465371,8460179,8406964,8290824,8154028,8041267,7927227,7804125,7741012,7725228,7715305,7715011,7737514,7786595,7850972,7929187,8014813,8107489,8318892,8432713,8550669,8669274,8792735,8920772,9049058,9174836,9296108,9414496,9532367,
Kenya,KEN,"Population, female",SP.POP.TOTL.FE.IN,4044781,4175561,4312537,4455841,4605560,4761890,4925020,5095464,5274037,5461793,5659525,5867744,6086624,6316273,6556661,6807829,7069669,7342437,7626933,7924183,8234754,8558791,8895616,9243941,9602029,9968441,10342564,10724103,11112180,11505904,11904526,12307830,12715571,13126974,13541162,13957707,14376545,14798386,15224626,15657192,16097751,16546528,17004029,17472553,17954879,18452870,18967157,19496919,20040718,20596352,21161838,21737151,22321678,22912140,23504442,24095728,24684358,25271169,25858917,26451588,
Kyrgyzstan,KGZ,"Population, female",SP.POP.TOTL.FE.IN,1140195,1183361,1223112,1264218,1305995,1345941,1388119,1429956,1471928,1510580,1542512,1572145,1602850,1633031,1665700,1698103,1730047,1761996,1793363,1825848,1858660,1893096,1930236,1970104,2009178,2045609,2082659,2120189,2155159,2197767,2237575,2271580,2295050,2292972,2289714,2310636,2343549,2376927,2412887,2448184,2476445,2498586,2519872,2544732,2574598,2603615,2632676,2659720,2687302,2721824,2755569,2789416,2835593,2891331,2948851,3009509,3071223,3131308,3194586,3262691,
Cambodia,KHM,"Population, female",SP.POP.TOTL.FE.IN,2866293,2942451,3021177,3099828,3174819,3243701,3303870,3355995,3404670,3456508,3515460,3586550,3666450,3740932,3790336,3802292,3769632,3701309,3620774,3560804,3544771,3581692,3664192,3779133,3905872,4029356,4145500,4259234,4375070,4500629,4640917,4796441,4963371,5137267,5311996,5482783,5648222,5808472,5962345,6108953,6247770,6378242,6500501,6615657,6725418,6831349,6933490,7032435,7131009,7232756,7340159,7454417,7574842,7699565,7825695,7950995,8075001,8198028,8319569,8439178,
Kiribati,KIR,"Population, female",SP.POP.TOTL.FE.IN,20864,21382,21912,22439,22975,23491,23993,24488,24968,25418,25869,26283,26688,27078,27476,27880,28307,28756,29209,29649,30072,30461,30832,31219,31697,32307,33070,33960,34907,35805,36585,37225,37742,38196,38664,39200,39829,40524,41277,42050,42808,43561,44306,45075,45914,46839,47869,48984,50128,51247,52278,53214,54073,54869,55649,56438,57248,58069,58907,59785,
St. Kitts and Nevis,KNA,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
South Korea,KOR,"Population, female",SP.POP.TOTL.FE.IN,12420958,12786332,13153951,13526503,13888660,14251261,14620270,14973134,15332861,15692232,16046766,16373599,16690285,16993869,17292512,17590224,17876886,18160482,18440618,18724424,19020544,19321857,19625056,19918441,20166826,20366207,20568428,20769642,20970645,21174920,21379764,21586978,21806522,22023408,22241424,22463322,22677355,22891781,23059507,23225978,23422408,23603284,23739930,23863229,23959045,24012730,24144194,24273241,24465620,24598200,24725241,24917629,25048343,25160944,25318368,25452787,25556626,25632820,25760422,25817405,
Kuwait,KWT,"Population, female",SP.POP.TOTL.FE.IN,96184,107816,122015,138917,158624,181115,206447,234345,263992,294308,324433,354219,383678,412370,439839,465863,489973,512454,534705,558664,585666,615266,646654,680191,716267,754544,797353,843170,883354,906305,904750,873730,,,,673395,679367,712974,763026,812613,849821,870675,880150,885993,899807,929722,977439,1039221,1111105,1186994,1262012,1335810,1408485,1476157,1534202,1579600,1610206,1627386,1636231,1644024,
Latin America & Caribbean (excluding high income),LAC,"Population, female",SP.POP.TOTL.FE.IN,102111460,105004340,107987375,111047927,114168391,117335128,120543565,123794237,127085695,130418211,133791999,137206460,140660585,144154488,147688395,151263113,154874033,158523097,162224932,165999224,169857274,173804536,177829569,181904464,185991956,190064315,194109556,198131343,202136609,206138793,210146272,214155977,218158439,222148601,226121147,230071282,233997085,237894937,241756044,245566777,249320385,253007828,256626447,260178612,263674100,267119009,270511052,273851504,277153517,280434085,283649583,286944262,290225415,293479575,296684568,299824516,302891520,305891626,308840279,311771464,
Lao PDR,LAO,"Population, female",SP.POP.TOTL.FE.IN,1078624,1103566,1129104,1155302,1182213,1209897,1238089,1266777,1296508,1328005,1361663,1398186,1437030,1475754,1511025,1540697,1563687,1581346,1597016,1615390,1639913,1671666,1709750,1753218,1800373,1849894,1901470,1955357,2011321,2069172,2128614,2189586,2251565,2313275,2373122,2429977,2483292,2533378,2581031,2627510,2673777,2719910,2765742,2811705,2858278,2905737,2954577,3004653,3054818,3103529,3149735,3192856,3233530,3273474,3315121,3360149,3409177,3461501,3515879,3570428,
Lebanon,LBN,"Population, female",SP.POP.TOTL.FE.IN,897327,926737,956530,985747,1013164,1038025,1059482,1077950,1095377,1114530,1137204,1164411,1195049,1226233,1253932,1275311,1289426,1297465,1301281,1303718,1306946,1312144,1319125,1327168,1334990,1342078,1347059,1351387,1360489,1381699,1419646,1477730,1552949,1635677,1712422,1773885,1815208,1840214,1858615,1884657,1928065,1994506,2079580,2170965,2251005,2308206,2334704,2337467,2337489,2364264,2437389,2565538,2737683,2929711,3107123,3244860,3335564,3386334,3404313,3406465,
Liberia,LBR,"Population, female",SP.POP.TOTL.FE.IN,552719,565612,578832,592418,606410,620901,635892,651417,667572,684475,702185,720752,740201,760591,782009,804507,827578,851064,875750,902693,932307,965447,1000976,1035010,1062340,1079438,1085756,1083122,1073401,1059441,1044072,1026096,1006744,994193,998981,1027930,1085687,1168365,1263760,1354519,1428383,1480427,1514993,1540240,1568656,1609121,1664043,1729872,1802371,1874990,1942962,2005231,2063458,2118812,2173341,2228589,2284705,2341204,2398322,2456258,
Libya,LBY,"Population, female",SP.POP.TOTL.FE.IN,705220,729096,754527,781735,810994,842489,876274,912300,950499,990792,1033076,1077307,1123416,1171153,1220212,1270346,1321401,1373325,1426069,1479628,1533963,1588948,1644441,1700418,1756875,1813755,1870981,1928357,1985536,2042114,2097727,2152372,2205982,2258207,2308624,2356981,2403045,2447080,2489975,2532951,2576913,2621982,2667868,2714485,2761604,2808935,2857016,2905616,2952784,2995927,3033417,3064110,3089182,3112118,3137852,3169825,3209345,3255123,3304808,3354834,
St. Lucia,LCA,"Population, female",SP.POP.TOTL.FE.IN,46532,47206,47854,48488,49165,49899,50706,51565,52439,53247,53954,54554,55040,55489,55956,56496,57124,57838,58603,59383,60162,60922,61678,62462,63323,64298,65402,66605,67860,69079,70221,71234,72153,73022,73897,74820,75830,76893,77962,78962,79853,80603,81235,81830,82478,83276,84231,85319,86462,87513,88410,89122,89665,90099,90495,90917,91371,91838,92309,92771,
Latin America & Caribbean,LCN,"Population, female",SP.POP.TOTL.FE.IN,109936035,112990840,116140750,119371388,122655349,125978074,129333837,132723220,136150606,139619301,143133659,146695523,150299679,153948180,157638414,161368758,165135131,168938356,172796831,176725851,180738926,184837148,189011698,193235865,197475032,201703445,205908867,210094238,214266333,218438542,222620506,226803504,230980753,235150225,239301664,243426830,247527421,251591953,255606761,259563836,263454769,267273996,271021149,274699558,278320412,281890091,285404469,288866610,292291997,295697101,299038362,302444581,305834556,309202020,312520356,315783586,318986052,322124189,325182045,328271490,
Least developed countries: UN classification,LDC,"Population, female",SP.POP.TOTL.FE.IN,120262879,123073569,125991832,129025659,132185098,135474801,138904391,142466067,146125747,149837196,153569935,157310108,161075141,164901221,168841059,172933950,177196805,181623762,186203215,190914265,195744707,200692706,205774303,211015913,216453011,222111140,227996507,234102916,240427808,246964113,253703580,260651557,267802048,275121434,282565371,290103179,297717858,305419947,313240302,321225112,329406836,337801673,346397878,355167075,364067227,373071639,382169419,391381187,400749593,410334191,420177912,430293865,440670412,451294824,462144727,473201679,484462913,495928696,507586010,519431493,
Low income,LIC,"Population, female",SP.POP.TOTL.FE.IN,72873948,74497427,76163232,77888633,79698455,81609863,83628706,85747158,87951662,90222319,92544265,94913536,97333492,99805712,102334145,104921621,107573644,110290066,113062517,115879269,118735560,121630053,124577179,127607547,130761927,134071829,137544367,141178801,144988402,148985913,153177398,157578467,162181338,166939810,171789949,176688422,181616638,186595174,191668295,196900634,202339564,207991323,213842070,219893874,226144373,232586820,239237385,246086280,253069060,260099349,267120118,274106929,281091924,288145114,295367179,302834584,310559653,318529778,326764683,335299592,
Liechtenstein,LIE,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sri Lanka,LKA,"Population, female",SP.POP.TOTL.FE.IN,4691266,4818073,4946317,5076548,5209705,5346281,5486501,5629547,5773645,5916458,6056302,6192276,6324797,6455050,6584922,6715697,6847907,6980909,7113339,7243286,7369470,7491040,7608683,7724457,7841274,7961071,8084435,8210159,8336156,8459455,8577730,8691162,8800038,8902473,8996163,9079980,9152486,9215401,9274601,9338123,9411664,9497431,9593658,9697100,9802666,9906511,10007675,10106989,10204466,10300547,10395424,10489002,10524777,10628054,10746588,10862466,10997188,11133868,11261209,11339582,
Lower middle income,LMC,"Population, female",SP.POP.TOTL.FE.IN,430874277,440416947,450310157,460529054,471032689,481789928,492799090,504071202,515622577,527475037,539646602,552149472,564994213,578197008,591782138,605764594,620140008,634913569,650124611,665823651,682037638,698797488,715999873,733634981,751602344,769802065,788234566,806884739,825705648,844647451,864605608,883563127,902572617,921534850,940413256,959356987,978454877,997666258,1016903976,1036061233,1055180904,1074199809,1093188905,1112191546,1131244943,1150377123,1169607457,1188953490,1208424997,1228033599,1247915785,1267900011,1287792172,1307860575,1327958540,1348142316,1368346758,1388536577,1408732424,1428923357,
Low & middle income,LMY,"Population, female",SP.POP.TOTL.FE.IN,1116095353,1130767605,1151895273,1178960485,1206285224,1234498022,1264481824,1294433195,1325259092,1357305441,1390172450,1423751665,1456895763,1490027602,1522932567,1555185754,1587177630,1618947046,1651279213,1684413896,1718086625,1752808891,1789255247,1826308483,1863387643,1901119017,1939845638,1979566704,2019639992,2059496837,2099875255,2139088627,2177610743,2215663961,2253505890,2291062640,2328572841,2366087766,2403322321,2439970537,2476186435,2511987529,2547514654,2582959142,2618476668,2654213965,2690060591,2726080637,2762511139,2799397888,2836565387,2874206360,2912168972,2950622323,2989352559,3028253159,3067435609,3106730021,3145322569,3183377509,
Lesotho,LSO,"Population, female",SP.POP.TOTL.FE.IN,465983,474887,484084,493599,503449,513667,524264,535283,546784,558853,571554,584903,598903,613584,628979,645091,661897,679366,697437,716089,735252,754804,774662,794692,814801,834837,854938,874942,894090,911384,926205,937856,946709,954524,963733,975953,992133,1011321,1030750,1046576,1056120,1058416,1054651,1046982,1038600,1031910,1027542,1024994,1024132,1024477,1025677,1027839,1031207,1035651,1040994,1047087,1053876,1061309,1069179,1077324,
Late-demographic dividend,LTE,"Population, female",SP.POP.TOTL.FE.IN,546416140,547827926,555169568,568004787,580646277,593656477,607982746,621919305,636243054,651268502,666596368,682163851,696903771,711149582,724682532,737102325,748757594,759633494,770476437,781435371,792221442,803321181,815508180,827693820,839446133,851517196,864260799,877677414,891142529,904159396,916501773,928306559,938321859,948709621,958901327,969402399,979026822,988541278,997696216,1006209204,1013916746,1021209712,1028036262,1034653039,1041147450,1047627181,1053964682,1060094769,1066303150,1072706910,1078909337,1085253581,1091764866,1098495053,1105359046,1112203598,1119259925,1126368750,1132596628,1138033719,
Lithuania,LTU,"Population, female",SP.POP.TOTL.FE.IN,1497646,1519093,1537567,1553728,1570324,1587102,1604278,1621507,1637911,1651311,1666954,1686477,1703644,1718966,1733718,1747692,1761384,1774833,1787345,1796618,1804307,1814297,1826663,1840969,1855673,1870927,1888098,1906769,1926163,1940926,1948033,1951948,1951013,1943429,1931893,1919101,1906650,1894830,1883419,1872416,1861630,1848655,1836116,1823529,1805582,1779050,1753785,1736179,1721452,1705049,1671546,1635290,1613861,1597355,1582988,1567189,1546111,1523077,1507005,1497780,
Luxembourg,LUX,"Population, female",SP.POP.TOTL.FE.IN,158903,160628,162743,164495,166389,168374,169738,170473,171093,172069,172979,174604,176629,178460,180715,182700,183709,184211,184787,185482,186393,187197,187593,187846,188156,188526,189240,190226,191294,192852,195016,197450,199943,202537,205217,208002,210723,213238,215754,218564,221417,223993,226302,229009,232195,235616,239195,242653,246711,250941,255121,260360,266145,271788,277680,283726,289340,295911,301174,306681,
Latvia,LVA,"Population, female",SP.POP.TOTL.FE.IN,1184927,1199230,1211238,1222998,1234869,1244503,1250032,1256204,1265096,1272796,1278972,1286254,1295099,1304799,1315470,1325073,1332690,1340081,1346920,1351209,1354229,1358337,1364558,1372328,1380189,1387812,1396843,1408248,1419719,1424922,1422323,1416777,1400037,1376162,1356700,1340110,1326720,1314371,1302265,1291778,1279608,1263600,1249488,1238005,1225082,1212351,1201645,1192192,1179981,1160844,1137044,1116580,1102797,1090922,1080377,1071036,1060500,1050132,1040870,1032056,
"Macao SAR, China",MAC,"Population, female",SP.POP.TOTL.FE.IN,85334,86411,88981,92668,96900,101204,105542,109925,113996,117302,119568,120654,120692,119938,118787,117598,116374,115192,114448,114630,116077,118944,123132,128379,134306,140589,147185,154083,161030,167734,173979,179648,184779,189510,194079,198667,203262,207848,212556,217531,222877,228674,234887,241285,247550,253458,258903,263978,268927,274145,279894,286277,293155,300216,307019,313248,318795,323752,328314,332739,
St. Martin (French part),MAF,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,MAR,"Population, female",SP.POP.TOTL.FE.IN,6185595,6387289,6594582,6803370,7008233,7205343,7393479,7573838,7748200,7919428,8089991,8260167,8430322,8603262,8782436,8970366,9167754,9374268,9589989,9814635,10047544,10289295,10538886,10792100,11043345,11288576,11525538,11755025,11979828,12204361,12431574,12662427,12895065,13126244,13351352,13567173,13772991,13970075,14159742,14344080,14524945,14702643,14877640,15052206,15229109,15410458,15597108,15789076,15986465,16189074,16396568,16609012,16826156,17046807,17269393,17492566,17715802,17938683,18160072,18378705,
Monaco,MCO,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Moldova,MDA,"Population, female",SP.POP.TOTL.FE.IN,1087567,1113402,1138424,1162230,1185297,1207213,1228015,1247653,1265983,1284092,1301841,1319609,1337435,1354542,1370616,1384469,1396963,1407246,1417076,1426952,1438192,1450843,1464472,1478613,1492773,1506059,1518453,1530402,1540693,1548532,1553965,1556594,1556813,1554167,1549016,1542200,1538493,1532142,1530864,1527898,1524389,1520794,1517256,1512991,1509076,1504922,1499884,1495247,1491117,1488079,1485760,1484449,1484136,1483913,1483413,1472334,1456244,1432683,1408108,1383888,
Madagascar,MDG,"Population, female",SP.POP.TOTL.FE.IN,2506566,2570105,2636015,2704357,2775195,2848616,2924679,3003501,3085329,3170448,3259080,3351347,3447282,3546886,3650091,3756868,3867261,3981322,4099082,4220573,4345801,4475010,4608245,4745204,4885440,5028749,5175124,5325047,5479567,5640030,5807510,5982248,6164279,6354173,6552514,6759633,6975841,7200855,7433563,7672439,7916321,8164824,8418063,8675990,8938681,9206230,9478640,9755841,10037733,10324224,10615345,10911025,11211590,11517925,11831207,12152293,12481486,12818676,13163741,13516378,
Maldives,MDV,"Population, female",SP.POP.TOTL.FE.IN,40928,42216,43545,44934,46371,47854,49388,50972,52593,54241,55903,57588,59296,61051,62857,64715,66639,68634,70748,73029,75524,78247,81177,84283,87543,90913,94387,97942,101545,105163,108761,112331,115854,119277,122515,125513,128243,130742,133108,135509,138057,140795,143696,146702,149712,152658,155509,158299,161104,163992,167031,170247,173602,177005,180345,183547,186570,189427,192174,194886,
Middle East & North Africa,MEA,"Population, female",SP.POP.TOTL.FE.IN,51895966,53303042,54774358,56283455,57849629,59465509,61128949,62875503,64642282,66452654,68303496,70183177,72093552,74081183,76123014,78241327,80440909,82728317,85137961,87725308,90506964,93487954,96654060,99955335,103314489,106703182,110089651,113475019,116832468,120132674,124361462,127640877,129949313,133048885,136092417,139765478,142729393,145682125,148591431,151489834,154373394,157226339,160064065,162938493,165918034,169047537,172343799,175792398,179368010,183043368,186737665,190471146,194246178,198035059,201805593,205536020,209196691,212793051,216398373,220101297,
Mexico,MEX,"Population, female",SP.POP.TOTL.FE.IN,18925202,19522307,20137048,20770679,21424999,22101140,22798537,23516028,24253329,25010056,25785248,26579583,27391193,28213566,29038204,29859250,30672001,31478183,32286121,33107966,33951553,34820945,35710735,36607888,37494158,38356838,39189487,39996796,40790633,41588614,42402743,43238120,44088753,44942302,45780966,46592409,47372972,48128318,48866943,49601526,50341811,51089401,51842878,52605394,53379977,54168354,54971857,55789025,56615016,57442952,58267178,59086047,59898831,60701894,61491298,62264084,63018018,63752822,64469966,65172136,
Marshall Islands,MHL,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle income,MIC,"Population, female",SP.POP.TOTL.FE.IN,1043221405,1056270178,1075732041,1101071852,1126586769,1152888159,1180853118,1208686037,1237307430,1267083122,1297628185,1328838129,1359562271,1390221890,1420598422,1450264133,1479603986,1508656980,1538216696,1568534627,1599351065,1631178838,1664678068,1698700936,1732625716,1767047188,1802301271,1838387903,1874651590,1910510924,1946697857,1981510160,2015429405,2048724151,2081715941,2114374218,2146956203,2179492592,2211654026,2243069903,2273846871,2303996206,2333672584,2363065268,2392332295,2421627145,2450823206,2479994357,2509442079,2539298539,2569445269,2600099431,2631077048,2662477209,2693985380,2725418575,2756875956,2788200243,2818557886,2848077917,
North Macedonia,MKD,"Population, female",SP.POP.TOTL.FE.IN,735284,744559,754102,764079,774685,786007,798263,811324,824502,836861,847760,856796,864285,871159,878758,888001,899231,911984,925362,938052,949105,958234,965679,971690,976697,981023,984808,987970,990369,991790,992131,991256,989438,987569,986809,987963,991410,996803,1003351,1009866,1015479,1019956,1023517,1026293,1028557,1030509,1032147,1033396,1034335,1035112,1035814,1036477,1037100,1037710,1038325,1038932,1039568,1040211,1040780,1041153,
Mali,MLI,"Population, female",SP.POP.TOTL.FE.IN,2602871,2634839,2667240,2700297,2734263,2769419,2805777,2843503,2883222,2925671,2971369,3020679,3073439,3128966,3186296,3244736,3303789,3363697,3425377,3490178,3558894,3632561,3710538,3790010,3867065,3939267,4005207,4066746,4128684,4197767,4278782,4373876,4481638,4599026,4721304,4845186,4969854,5096980,5228721,5368283,5518016,5678219,5848242,6028199,6218010,6417398,6626930,6846131,7072302,7301856,7532330,7762520,7993446,8227531,8468389,8718650,8979106,9249013,9527589,9813490,
Malta,MLT,"Population, female",SP.POP.TOTL.FE.IN,168316,167654,167027,166432,165846,164623,162756,160819,158872,156938,156021,155993,155808,155626,155487,156613,157407,158036,159684,161249,162792,163728,166921,168894,168560,171258,173944,175031,176404,178082,179773,184609,186441,188220,189871,191059,192145,193401,194456,195439,196590,198014,199487,200830,202225,203553,204331,205083,206427,207914,208775,209383,210896,213461,217382,222330,227271,233468,241701,250648,
Myanmar,MMR,"Population, female",SP.POP.TOTL.FE.IN,11031866,11283539,11540703,11804824,12077980,12361605,12656157,12960982,13275026,13596691,13924767,14258760,14598756,14944728,15296807,15655002,16018371,16386271,16759171,17137845,17522337,17912223,18305574,18699083,19088500,19470288,19844544,20210710,20564034,20898712,21211423,21498313,21762376,22015564,22274425,22550331,22848083,23162772,23484088,23796859,24089962,24361275,24614141,24849526,25069952,25277962,25472150,25653372,25829264,26009932,26202314,26410742,26632789,26860449,27081932,27289148,27478842,27654949,27825190,28000755,
Middle East & North Africa (excluding high income),MNA,"Population, female",SP.POP.TOTL.FE.IN,48135051,49417054,50736514,52096967,53503296,54958440,56467307,58028010,59628964,61254062,62893550,64546724,66223426,67938050,69710322,71557426,73477819,75475427,77578571,79822781,82230104,84808679,87541790,90394574,93317825,96271192,99242620,102227412,105201362,108138661,111995150,114852770,117642597,120368729,123041166,125668978,128255532,130803230,133293992,135762730,138220321,140668677,143117421,145594396,148134281,150761736,153489713,156312615,159216475,162168991,165149665,168156459,171195215,174261604,177352184,180465695,183589392,186719687,189903176,193192035,
Montenegro,MNE,"Population, female",SP.POP.TOTL.FE.IN,246603,251482,256757,261776,265665,267848,268000,266474,264191,262459,262208,263785,266883,270946,275125,278802,281766,284232,286449,288825,291623,294957,298643,302242,305167,307022,307604,307114,306009,304958,304443,304644,305400,306437,307328,307776,307685,307208,306543,306000,305790,307372,308975,310540,311330,311898,312227,312480,312769,313181,313545,313736,313920,314182,314468,314622,314666,314683,314592,314524,
Mongolia,MNG,"Population, female",SP.POP.TOTL.FE.IN,485662,499187,513904,529555,545749,562194,578779,595571,612715,630469,648969,668273,688275,708791,729548,750363,771175,792057,813115,834530,856418,878570,900906,923872,948060,973731,1001258,1030106,1058564,1084364,1105890,1122550,1134952,1144196,1151966,1159564,1167313,1175103,1183267,1192087,1201815,1212720,1224999,1238624,1253480,1269506,1286646,1305022,1324954,1346850,1370939,1397300,1425660,1455451,1485883,1516361,1546659,1576723,1606330,1635235,
Northern Mariana Islands,MNP,"Population, female",SP.POP.TOTL.FE.IN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,MOZ,"Population, female",SP.POP.TOTL.FE.IN,3670211,3750127,3834042,3921464,4011672,4104142,4198973,4296395,4396282,4498492,4603065,4709088,4816852,4929046,5049343,5179887,5321244,5471194,5625628,5778907,5926452,6070467,6211292,6340661,6447987,6527784,6572967,6591161,6609434,6664699,6782356,6974365,7230351,7525937,7825133,8102014,8348526,8573185,8786525,9005617,9242787,9500557,9774109,10059818,10351805,10645920,10941734,11241379,11546279,11858640,12180278,12511352,12852017,13204019,13569513,13949964,14346175,14757711,15183103,15620188,
Mauritania,MRT,"Population, female",SP.POP.TOTL.FE.IN,429517,442037,455039,468530,482542,497082,512180,527818,543966,560602,577699,595255,613275,631780,650778,670291,690298,710815,731880,753564,775900,798937,822638,846856,871419,896186,921112,946243,971715,997713,1024375,1051812,1080000,1108773,1137883,1167193,1196661,1226453,1256996,1288821,1322343,1357733,1394949,1433872,1474311,1516120,1559258,1603821,1649900,1697685,1747255,1798641,1851740,1906309,1962066,2018755,2076283,2134658,2193850,2253854,
Mauritius,MUS,"Population, female",SP.POP.TOTL.FE.IN,330583,341141,350776,359841,368386,376464,384092,391337,398393,405468,412740,420283,427991,435849,443833,451882,459830,467641,473774,481868,489702,496523,502004,505927,510515,514000,517306,520609,523707,527323,530783,536329,543325,549824,557752,562908,569207,577044,583866,591986,598324,603367,607704,612121,615928,619540,622406,625219,627461,629116,630609,631620,633399,634864,636163,637251,638052,639078,639954,640695,
Malawi,MWI,"Population, female",SP.POP.TOTL.FE.IN,1870002,1912410,1956641,2002708,2050609,2100335,2152003,2205704,2261432,2319173,2378973,2440829,2504917,2571737,2641901,2715869,2795223,2880181,2968363,3056367,3142568,3222185,3297621,3382715,3496345,3650045,3852925,4095767,4349612,4574275,4742118,4841099,4883094,4893747,4910799,4961604,5054669,5181579,5332464,5490938,5645178,5793192,5939949,6088661,6244566,6411360,6589617,6777614,6974129,7177237,7385421,7598609,7817018,8039820,8266061,8495170,8726589,8960669,9198936,9443470,
